log_id,line_id,production_date,planned_minutes,downtime_minutes,downtime_reason,units_produced,units_defective
1054,3,2024-11-17,480,63,Changeover,798,7
1055,3,2024-11-18,480,136,Planned Maintenance,593,10
1056,3,2024-11-19,480,28,Operator Break,737,7
1057,3,2024-11-20,480,6,Material Shortage,777,14
1058,3,2024-11-21,480,200,Operator Break,524,9
1059,3,2024-11-22,480,11,Unspecified,787,9
1060,3,2024-11-23,480,27,Planned Maintenance,798,12
1061,3,2024-11-24,480,41,Operator Break,747,15
1062,3,2024-11-25,480,146,Changeover,563,12
1063,3,2024-11-26,480,287,Operator Break,326,4
1064,3,2024-11-27,480,66,Planned Maintenance,795,16
1065,3,2024-11-28,480,10,Operator Break,807,13
1066,3,2024-11-29,480,65,Planned Maintenance,682,14
1067,3,2024-11-30,480,106,Operator Break,704,14
1068,3,2024-12-01,480,129,Mechanical Failure,608,10
1069,3,2024-12-02,480,16,Operator Break,845,8
1070,3,2024-12-03,480,111,Changeover,611,611
1071,3,2024-12-04,480,17,Mechanical Failure,728,13
1072,3,2024-12-05,480,124,Mechanical Failure,627,6
1073,3,2024-12-06,480,8,Operator Break,745,7
1074,3,2024-12-07,480,208,Planned Maintenance,452,5
1075,3,2024-12-08,480,10,Planned Maintenance,777,12
1076,3,2024-12-09,480,88,Material Shortage,652,5
1077,3,2024-12-10,480,46,Mechanical Failure,720,8
1078,3,2024-12-11,480,302,Planned Maintenance,320,5
1079,3,2024-12-12,480,50,Operator Break,744,12
1080,3,2024-12-13,480,112,Changeover,674,674
1081,3,2024-12-14,480,65,Changeover,715,15
1082,3,2024-12-15,480,93,Unspecified,684,6
1083,3,2024-12-16,480,87,Changeover,635,8
1084,3,2024-12-17,480,14,Operator Break,852,9
1085,3,2024-12-18,480,46,Mechanical Failure,826,9
1086,3,2024-12-19,480,66,Operator Break,715,5
1087,3,2024-12-20,480,148,Operator Break,530,8
1088,3,2024-12-21,480,77,Material Shortage,727,13
1089,3,2024-12-22,480,27,Material Shortage,714,13
1090,3,2024-12-23,480,72,Operator Break,767,15
1091,3,2024-12-24,480,174,Changeover,536,6
1092,3,2024-12-25,480,147,Operator Break,579,6
1093,3,2024-12-26,480,181,Operator Break,567,8
1094,3,2024-12-27,480,7,Changeover,811,16
1095,3,2024-12-28,480,218,Changeover,431,3
1096,3,2024-12-29,480,197,Operator Break,485,7
1097,3,2024-12-30,480,324,Operator Break,249,4
1098,3,2024-12-31,480,7,Planned Maintenance,809,16
1099,4,2024-01-01,480,40,Planned Maintenance,650,28
1100,4,2024-01-02,480,21,Planned Maintenance,686,23
1101,4,2024-01-03,480,22,Mechanical Failure,698,51
1102,4,2024-01-04,480,53,Material Shortage,684,20
1103,4,2024-01-05,480,12,Mechanical Failure,743,43
1104,4,2024-01-06,480,0,Unspecified,784,59
1105,4,2024-01-07,480,39,Mechanical Failure,615,46
1106,4,2024-01-08,480,43,Material Shortage,710,53
1107,4,2024-01-09,480,80,Mechanical Failure,616,23
1108,4,2024-01-10,480,55,Material Shortage,669,49
1109,4,2024-01-11,480,9,Operator Break,676,56
1110,4,2024-01-12,480,68,Changeover,687,51
1111,4,2024-01-13,480,45,Operator Break,689,57
1112,4,2024-01-14,480,43,Material Shortage,689,27
1113,4,2024-01-15,480,31,Material Shortage,721,33
1114,4,2024-01-16,480,11,Material Shortage,692,30
1115,4,2024-01-17,480,12,Operator Break,707,59
1116,4,2024-01-18,480,35,Operator Break,638,22
1117,4,2024-01-19,480,59,Planned Maintenance,630,49
1118,4,2024-01-20,480,53,Unspecified,696,32
1119,4,2024-01-21,480,58,Material Shortage,615,52
1120,4,2024-01-22,480,50,Material Shortage,636,29
1121,4,2024-01-23,480,10,Material Shortage,751,32
1122,4,2024-01-24,480,45,Material Shortage,634,44
1123,4,2024-01-25,480,83,Operator Break,645,48
1124,4,2024-01-26,480,10,Changeover,659,47
1125,4,2024-01-27,480,22,Planned Maintenance,693,22
1126,4,2024-01-28,480,14,Planned Maintenance,645,53
1127,4,2024-01-29,480,13,Operator Break,725,23
1128,4,2024-01-30,480,54,Material Shortage,629,52
1129,4,2024-01-31,480,109,Unspecified,548,45
1130,4,2024-02-01,480,276,Changeover,334,26
1131,4,2024-02-02,480,14,Operator Break,727,24
1132,4,2024-02-03,480,4,Planned Maintenance,807,39
1133,4,2024-02-04,480,68,Mechanical Failure,673,54
1134,4,2024-02-05,480,300,Material Shortage,261,8
1135,4,2024-02-06,480,26,Planned Maintenance,642,20
1136,4,2024-02-07,480,22,Mechanical Failure,745,47
1137,4,2024-02-08,480,18,Planned Maintenance,732,32
1138,4,2024-02-09,480,0,Unspecified,778,52
1139,4,2024-02-10,480,71,Mechanical Failure,567,45
1140,4,2024-02-11,480,48,Operator Break,672,45
1141,4,2024-02-12,480,99,Material Shortage,595,38
1142,4,2024-02-13,480,232,Mechanical Failure,401,22
1143,4,2024-02-14,480,61,Material Shortage,628,27
1144,4,2024-02-15,480,45,Mechanical Failure,728,62
1145,4,2024-02-16,480,20,Planned Maintenance,710,30
1146,4,2024-02-17,480,270,Changeover,355,24
1147,4,2024-02-18,480,81,Planned Maintenance,640,41
1148,4,2024-02-19,480,2,Mechanical Failure,727,51
1149,4,2024-02-20,480,56,Material Shortage,633,54
1150,4,2024-02-21,480,9,Operator Break,723,51
1151,4,2024-02-22,480,59,Operator Break,666,30
1152,4,2024-02-23,480,8,Operator Break,745,49
1153,4,2024-02-24,480,9,Material Shortage,754,43
1154,4,2024-02-25,480,54,Material Shortage,700,28
1155,4,2024-02-26,480,0,Unspecified,780,51
1156,4,2024-02-27,480,59,Mechanical Failure,692,692
1157,4,2024-02-28,480,161,Planned Maintenance,493,493
1158,4,2024-02-29,480,25,Planned Maintenance,647,41
1159,4,2024-03-01,480,16,Operator Break,775,50
1160,4,2024-03-02,480,44,Planned Maintenance,649,21
1161,4,2024-03-03,480,1,Planned Maintenance,723,25
1162,4,2024-03-04,480,46,Operator Break,720,59
1163,4,2024-03-05,480,53,Material Shortage,615,50
1164,4,2024-03-06,480,108,Planned Maintenance,534,39
1165,4,2024-03-07,480,16,Changeover,758,67
1166,4,2024-03-08,480,1,Operator Break,797,53
1167,4,2024-03-09,480,180,Unspecified,457,36
1168,4,2024-03-10,480,3,Mechanical Failure,707,23
1169,4,2024-03-11,480,184,Unspecified,484,39
1170,4,2024-03-12,480,138,Planned Maintenance,479,25
1171,4,2024-03-13,480,3,Material Shortage,687,29
1172,4,2024-03-14,480,31,Material Shortage,655,23
1173,4,2024-03-15,480,9,Mechanical Failure,669,58
1174,4,2024-03-16,480,70,Changeover,691,38
1175,4,2024-03-17,480,16,Planned Maintenance,757,37
1176,4,2024-03-18,480,17,Changeover,671,25
1177,4,2024-03-19,480,14,Material Shortage,693,48
1178,4,2024-03-20,480,3,Operator Break,687,53
1179,4,2024-03-21,480,7,Mechanical Failure,702,57
1180,4,2024-03-22,480,8,Changeover,661,38
1181,4,2024-03-23,480,17,Material Shortage,720,56
1182,4,2024-03-24,480,7,Changeover,738,44
1183,4,2024-03-25,480,7,Mechanical Failure,745,34
1184,4,2024-03-26,480,33,Changeover,626,35
1185,4,2024-03-27,480,18,Unspecified,757,25
1186,4,2024-03-28,480,26,Changeover,691,50
1187,4,2024-03-29,480,42,Material Shortage,696,53
1188,4,2024-03-30,480,98,Planned Maintenance,563,34
1189,4,2024-03-31,480,91,Planned Maintenance,659,54
1190,4,2024-04-01,480,23,Planned Maintenance,656,38
1191,4,2024-04-02,480,67,Planned Maintenance,633,37
1192,4,2024-04-03,480,90,Operator Break,581,47
1193,4,2024-04-04,480,25,Material Shortage,673,38
1194,4,2024-04-05,480,71,Operator Break,578,24
1195,4,2024-04-06,480,150,Material Shortage,472,30
1196,4,2024-04-07,480,43,Operator Break,669,45
1197,4,2024-04-08,480,12,Operator Break,726,37
1198,4,2024-04-09,480,53,Material Shortage,606,38
1199,4,2024-04-10,480,10,Mechanical Failure,688,29
1200,4,2024-04-11,480,10,Mechanical Failure,771,36
1201,4,2024-04-12,480,130,Planned Maintenance,590,37
1202,4,2024-04-13,480,7,Material Shortage,707,707
1203,4,2024-04-14,480,22,Mechanical Failure,642,40
1204,4,2024-04-15,480,92,Planned Maintenance,633,25
1205,4,2024-04-16,480,55,Planned Maintenance,614,26
1206,4,2024-04-17,480,103,Operator Break,548,25
1207,4,2024-04-18,480,0,Unspecified,794,61
1208,4,2024-04-19,480,49,Operator Break,696,27
1209,4,2024-04-20,480,30,Mechanical Failure,669,23
1210,4,2024-04-21,480,33,Mechanical Failure,747,24
1211,4,2024-04-22,480,17,Operator Break,667,29
1212,4,2024-04-23,480,118,Changeover,552,31
1213,4,2024-04-24,480,71,Material Shortage,582,34
1214,4,2024-04-25,480,27,Material Shortage,709,63
1215,4,2024-04-26,480,73,Material Shortage,611,48
1216,4,2024-04-27,480,9,Material Shortage,651,27
1217,4,2024-04-28,480,20,Operator Break,708,47
1218,4,2024-04-29,480,120,Planned Maintenance,554,33
1219,4,2024-04-30,480,2,Material Shortage,662,41
1220,4,2024-05-01,480,28,Unspecified,743,29
1221,4,2024-05-02,480,1,Unspecified,727,32
1222,4,2024-05-03,480,2,Material Shortage,768,28
1223,4,2024-05-04,480,46,Operator Break,635,25
1224,4,2024-05-05,480,23,Mechanical Failure,746,39
1225,4,2024-05-06,480,69,Material Shortage,581,44
1226,4,2024-05-07,480,13,Mechanical Failure,744,47
1227,4,2024-05-08,480,131,Mechanical Failure,523,17
1228,4,2024-05-09,480,0,Unspecified,787,48
1229,4,2024-05-10,480,74,Unspecified,588,29
1230,4,2024-05-11,480,1,Changeover,807,56
1231,4,2024-05-12,480,134,Planned Maintenance,505,33
1232,4,2024-05-13,480,56,Mechanical Failure,626,50
1233,4,2024-05-14,480,146,Unspecified,554,41
1234,4,2024-05-15,480,16,Operator Break,679,59
1235,4,2024-05-16,480,0,Unspecified,770,55
1236,4,2024-05-17,480,48,Planned Maintenance,731,35
1237,4,2024-05-18,480,20,Changeover,643,36
1238,4,2024-05-19,480,15,Mechanical Failure,690,55
1239,4,2024-05-20,480,136,Operator Break,493,25
1240,4,2024-05-21,480,131,Mechanical Failure,486,17
1241,4,2024-05-22,480,8,Planned Maintenance,739,28
1242,4,2024-05-23,480,171,Operator Break,469,28
1243,4,2024-05-24,480,14,Material Shortage,711,49
1244,4,2024-05-25,480,69,Planned Maintenance,664,42
1245,4,2024-05-26,480,116,Operator Break,596,44
1246,4,2024-05-27,480,2,Material Shortage,657,28
1247,4,2024-05-28,480,54,Mechanical Failure,642,34
1248,4,2024-05-29,480,107,Material Shortage,620,52
1249,4,2024-05-30,480,18,Changeover,738,34
1250,4,2024-05-31,480,10,Unspecified,673,33
1251,4,2024-06-01,480,27,Planned Maintenance,744,27
1252,4,2024-06-02,480,66,Mechanical Failure,640,30
1253,4,2024-06-03,480,33,Planned Maintenance,657,43
1254,4,2024-06-04,480,28,Changeover,645,23
1255,4,2024-06-05,480,39,Material Shortage,734,37
1256,4,2024-06-06,480,65,Operator Break,658,56
1257,4,2024-06-07,480,85,Changeover,615,42
1258,4,2024-06-08,480,113,Material Shortage,551,27
1259,4,2024-06-09,480,0,Unspecified,787,61
1260,4,2024-06-10,480,5,Planned Maintenance,741,42
1261,4,2024-06-11,480,6,Planned Maintenance,801,34
1262,4,2024-06-12,480,3,Operator Break,747,55
1263,4,2024-06-13,480,1,Changeover,760,46
1264,4,2024-06-14,480,5,Planned Maintenance,679,43
1265,4,2024-06-15,480,17,Material Shortage,776,61
1266,4,2024-06-16,480,204,Operator Break,402,35
1267,4,2024-06-17,480,28,Planned Maintenance,671,22
1268,4,2024-06-18,480,2,Operator Break,763,43
1269,4,2024-06-19,480,12,Planned Maintenance,736,33
1270,4,2024-06-20,480,42,Operator Break,652,51
1271,4,2024-06-21,480,85,Operator Break,603,30
1272,4,2024-06-22,480,22,Material Shortage,748,37
1273,4,2024-06-23,480,11,Operator Break,657,38
1274,4,2024-06-24,480,32,Material Shortage,737,31
1275,4,2024-06-25,480,23,Planned Maintenance,747,59
1276,4,2024-06-26,480,24,Operator Break,694,33
1277,4,2024-06-27,480,134,Changeover,488,41
1278,4,2024-06-28,480,57,Changeover,653,20
1279,4,2024-06-29,480,32,Planned Maintenance,674,26
1280,4,2024-06-30,480,53,Material Shortage,720,45
1281,4,2024-07-01,480,62,Changeover,583,32
1282,4,2024-07-02,480,6,Operator Break,745,64
1283,4,2024-07-03,480,53,Changeover,597,30
1284,4,2024-07-04,480,39,Operator Break,663,52
1285,4,2024-07-05,480,83,Mechanical Failure,624,32
1286,4,2024-07-06,480,14,Mechanical Failure,656,33
1287,4,2024-07-07,480,26,Material Shortage,723,50
1288,4,2024-07-08,480,3,Mechanical Failure,716,29
1289,4,2024-07-09,480,8,Planned Maintenance,774,25
1290,4,2024-07-10,480,27,Planned Maintenance,647,53
1291,4,2024-07-11,480,40,Operator Break,637,38
1292,4,2024-07-12,480,65,Operator Break,698,30
1293,4,2024-07-13,480,108,Changeover,623,52
1294,4,2024-07-14,480,50,Changeover,678,36
1295,4,2024-07-15,480,69,Changeover,635,44
1296,4,2024-07-16,480,27,Changeover,729,57
1297,4,2024-07-17,480,7,Material Shortage,777,48
1298,4,2024-07-18,480,92,Changeover,587,30
1299,4,2024-07-19,480,122,Planned Maintenance,521,41
1300,4,2024-07-20,480,32,Operator Break,690,33
1301,4,2024-07-21,480,42,Planned Maintenance,647,20
1302,4,2024-07-22,480,15,Mechanical Failure,639,56
1303,4,2024-07-23,480,167,Mechanical Failure,470,34
1304,4,2024-07-24,480,21,Planned Maintenance,730,57
1305,4,2024-07-25,480,145,Operator Break,503,38
1306,4,2024-07-26,480,15,Changeover,787,24
1307,4,2024-07-27,480,46,Mechanical Failure,688,48
1308,4,2024-07-28,480,6,Changeover,795,32
1309,4,2024-07-29,480,48,Planned Maintenance,624,30
1310,4,2024-07-30,480,39,Unspecified,665,665
1311,4,2024-07-31,480,9,Planned Maintenance,710,710
1312,4,2024-08-01,480,113,Planned Maintenance,514,27
1313,4,2024-08-02,480,5,Planned Maintenance,655,655
1314,4,2024-08-03,480,45,Operator Break,620,27
1315,4,2024-08-04,480,1,Unspecified,787,69
1316,4,2024-08-05,480,7,Changeover,685,56
1317,4,2024-08-06,480,129,Operator Break,529,17
1318,4,2024-08-07,480,2,Planned Maintenance,745,39
1319,4,2024-08-08,480,1,Operator Break,748,22
1320,4,2024-08-09,480,77,Operator Break,593,19
1321,4,2024-08-10,480,44,Material Shortage,655,57
1322,4,2024-08-11,480,39,Planned Maintenance,645,46
1323,4,2024-08-12,480,15,Changeover,774,40
1324,4,2024-08-13,480,39,Operator Break,613,33
1325,4,2024-08-14,480,88,Operator Break,640,27
1326,4,2024-08-15,480,12,Planned Maintenance,766,65
1327,4,2024-08-16,480,4,Material Shortage,723,36
1328,4,2024-08-17,480,101,Operator Break,531,22
1329,4,2024-08-18,480,69,Operator Break,571,33
1330,4,2024-08-19,480,29,Mechanical Failure,668,35
1331,4,2024-08-20,480,37,Unspecified,631,40
1332,4,2024-08-21,480,81,Changeover,646,25
1333,4,2024-08-22,480,8,Planned Maintenance,689,35
1334,4,2024-08-23,480,26,Unspecified,723,24
1335,4,2024-08-24,480,1,Changeover,718,51
1336,4,2024-08-25,480,10,Changeover,743,33
1337,4,2024-08-26,480,108,Operator Break,618,29
1338,4,2024-08-27,480,13,Material Shortage,703,31
1339,4,2024-08-28,480,55,Planned Maintenance,697,48
1340,4,2024-08-29,480,86,Planned Maintenance,591,23
1341,4,2024-08-30,480,66,Planned Maintenance,617,43
1342,4,2024-08-31,480,15,Operator Break,651,58
1343,4,2024-09-01,480,8,Mechanical Failure,799,70
1344,4,2024-09-02,480,78,Unspecified,638,41
1345,4,2024-09-03,480,100,Material Shortage,557,32
1346,4,2024-09-04,480,48,Operator Break,651,36
1347,4,2024-09-05,480,19,Material Shortage,717,57
1348,4,2024-09-06,480,11,Planned Maintenance,786,55
1349,4,2024-09-07,480,86,Material Shortage,612,46
1350,4,2024-09-08,480,0,Unspecified,786,25
1351,4,2024-09-09,480,109,Changeover,628,29
1352,4,2024-09-10,480,11,Operator Break,760,34
1353,4,2024-09-11,480,99,Operator Break,536,20
1354,4,2024-09-12,480,192,Changeover,458,36
1355,4,2024-09-13,480,19,Mechanical Failure,734,48
1356,4,2024-09-14,480,45,Operator Break,693,44
1357,4,2024-09-15,480,27,Operator Break,662,50
1358,4,2024-09-16,480,12,Changeover,747,32
1359,4,2024-09-17,480,48,Operator Break,697,29
1360,4,2024-09-18,480,3,Mechanical Failure,675,44
1361,4,2024-09-19,480,94,Planned Maintenance,536,39
1362,4,2024-09-20,480,20,Unspecified,703,60
1363,4,2024-09-21,480,20,Mechanical Failure,701,21
1364,4,2024-09-22,480,4,Material Shortage,693,21
1365,4,2024-09-23,480,49,Material Shortage,651,40
1366,4,2024-09-24,480,9,Changeover,692,48
1367,4,2024-09-25,480,167,Mechanical Failure,435,36
1368,4,2024-09-26,480,42,Planned Maintenance,681,40
1369,4,2024-09-27,480,3,Unspecified,669,44
1370,4,2024-09-28,480,20,Operator Break,768,41
1371,4,2024-09-29,480,7,Planned Maintenance,759,36
1372,4,2024-09-30,480,37,Planned Maintenance,708,59
1373,4,2024-10-01,480,78,Operator Break,640,45
1374,4,2024-10-02,480,145,Material Shortage,492,14
1375,4,2024-10-03,480,15,Unspecified,671,46
1376,4,2024-10-04,480,49,Mechanical Failure,674,20
1377,4,2024-10-05,480,64,Operator Break,615,42
1378,4,2024-10-06,480,40,Material Shortage,653,24
1379,4,2024-10-07,480,4,Planned Maintenance,782,66
1380,4,2024-10-08,480,52,Operator Break,602,32
1381,4,2024-10-09,480,64,Mechanical Failure,676,25
1382,4,2024-10-10,480,0,Unspecified,770,39
1383,4,2024-10-11,480,14,Operator Break,642,39
1384,4,2024-10-12,480,94,Operator Break,649,41
1385,4,2024-10-13,480,35,Material Shortage,623,39
1386,4,2024-10-14,480,23,Unspecified,717,38
1387,4,2024-10-15,480,13,Planned Maintenance,656,31
1388,4,2024-10-16,480,5,Mechanical Failure,679,60
1389,4,2024-10-17,480,29,Changeover,697,57
1390,4,2024-10-18,480,269,Material Shortage,329,25
1391,4,2024-10-19,480,19,Material Shortage,679,36
1392,4,2024-10-20,480,55,Planned Maintenance,677,33
1393,4,2024-10-21,480,7,Unspecified,746,28
1394,4,2024-10-22,480,42,Mechanical Failure,700,50
1395,4,2024-10-23,480,69,Unspecified,680,40
1396,4,2024-10-24,480,65,Changeover,653,26
1397,4,2024-10-25,480,1,Operator Break,702,39
1398,4,2024-10-26,480,47,Planned Maintenance,714,29
1399,4,2024-10-27,480,6,Mechanical Failure,799,29
1400,4,2024-10-28,480,32,Planned Maintenance,700,43
1401,4,2024-10-29,480,4,Unspecified,662,23
1402,4,2024-10-30,480,43,Planned Maintenance,677,29
1403,4,2024-10-31,480,50,Mechanical Failure,704,22
1404,4,2024-11-01,480,34,Operator Break,712,32
1405,4,2024-11-02,480,18,Planned Maintenance,726,60
1406,4,2024-11-03,480,82,Mechanical Failure,621,45
1407,4,2024-11-04,480,22,Mechanical Failure,724,41
1408,4,2024-11-05,480,10,Operator Break,752,47
1409,4,2024-11-06,480,22,Material Shortage,764,23
1410,4,2024-11-07,480,18,Mechanical Failure,643,48
1411,4,2024-11-08,480,60,Material Shortage,622,43
1412,4,2024-11-09,480,25,Changeover,736,42
1413,4,2024-11-10,480,26,Changeover,761,34
1414,4,2024-11-11,480,6,Unspecified,740,65
1415,4,2024-11-12,480,23,Planned Maintenance,637,32
1416,4,2024-11-13,480,35,Material Shortage,634,43
1417,4,2024-11-14,480,303,Material Shortage,269,13
1418,4,2024-11-15,480,25,Material Shortage,642,53
1419,4,2024-11-16,480,26,Planned Maintenance,680,47
1420,4,2024-11-17,480,29,Material Shortage,714,23
1421,4,2024-11-18,480,83,Changeover,666,45
1422,4,2024-11-19,480,153,Material Shortage,465,27
1423,4,2024-11-20,480,45,Changeover,679,36
1424,4,2024-11-21,480,20,Mechanical Failure,650,34
1425,4,2024-11-22,480,8,Mechanical Failure,760,32
1426,4,2024-11-23,480,3,Material Shortage,740,48
1427,4,2024-11-24,480,102,Mechanical Failure,589,29
1428,4,2024-11-25,480,80,Planned Maintenance,619,21
1429,4,2024-11-26,480,41,Mechanical Failure,732,39
1430,4,2024-11-27,480,17,Material Shortage,657,25
1431,4,2024-11-28,480,28,Planned Maintenance,708,24
1432,4,2024-11-29,480,139,Operator Break,551,35
1433,4,2024-11-30,480,87,Material Shortage,550,550
1434,4,2024-12-01,480,49,Planned Maintenance,707,54
1435,4,2024-12-02,480,16,Changeover,778,29
1436,4,2024-12-03,480,103,Planned Maintenance,636,25
1437,4,2024-12-04,480,63,Material Shortage,578,31
1438,4,2024-12-05,480,36,Planned Maintenance,693,59
1439,4,2024-12-06,480,55,Operator Break,650,50
1440,4,2024-12-07,480,149,Mechanical Failure,457,0
1441,4,2024-12-08,480,4,Unspecified,779,36
1442,4,2024-12-09,480,7,Planned Maintenance,717,49
1443,4,2024-12-10,480,23,Unspecified,636,41
1444,4,2024-12-11,480,115,Mechanical Failure,546,23
1445,4,2024-12-12,480,29,Changeover,626,49
1446,4,2024-12-13,480,87,Operator Break,614,31
1447,4,2024-12-14,480,80,Mechanical Failure,621,49
1448,4,2024-12-15,480,49,Planned Maintenance,701,46
1449,4,2024-12-16,480,26,Material Shortage,764,47
1450,4,2024-12-17,480,46,Changeover,627,42
1451,4,2024-12-18,480,42,Material Shortage,628,21
1452,4,2024-12-19,480,46,Mechanical Failure,703,43
1453,4,2024-12-20,480,12,Mechanical Failure,743,25
1454,4,2024-12-21,480,29,Changeover,643,26
1455,4,2024-12-22,480,11,Unspecified,703,23
1456,4,2024-12-23,480,25,Changeover,700,41
1457,4,2024-12-24,480,24,Changeover,750,28
1458,4,2024-12-25,480,35,Planned Maintenance,620,21
1459,4,2024-12-26,480,42,Planned Maintenance,682,56
1460,4,2024-12-27,480,40,Changeover,741,24
1461,4,2024-12-28,480,5,Planned Maintenance,659,27
1462,4,2024-12-29,480,38,Material Shortage,699,22
1463,4,2024-12-30,480,145,Changeover,551,26
1464,4,2024-12-31,480,3,Planned Maintenance,681,25
1465,5,2024-01-01,480,6,Unspecified,677,36
1466,5,2024-01-02,480,28,Planned Maintenance,728,16
1467,5,2024-01-03,480,11,Changeover,698,14
1468,5,2024-01-04,480,0,Unspecified,732,30
1469,5,2024-01-05,480,12,Operator Break,687,22
1470,5,2024-01-06,480,0,Unspecified,682,16
1471,5,2024-01-07,480,2,Planned Maintenance,771,30
1472,5,2024-01-08,480,31,Material Shortage,635,20
1473,5,2024-01-09,480,6,Operator Break,638,15
1474,5,2024-01-10,480,39,Mechanical Failure,673,25
1475,5,2024-01-11,480,15,Mechanical Failure,745,15
1476,5,2024-01-12,480,8,Unspecified,673,31
1477,5,2024-01-13,480,119,Mechanical Failure,502,24
1478,5,2024-01-14,480,43,Changeover,606,19
1479,5,2024-01-15,480,12,Changeover,758,18
1480,5,2024-01-16,480,39,Changeover,626,27
1481,5,2024-01-17,480,13,Planned Maintenance,699,33
1482,5,2024-01-18,480,39,Mechanical Failure,699,14
1483,5,2024-01-19,480,28,Changeover,615,20
1484,5,2024-01-20,480,19,Mechanical Failure,664,24
1485,5,2024-01-21,480,138,Mechanical Failure,464,19
1486,5,2024-01-22,480,12,Changeover,635,15
1487,5,2024-01-23,480,72,Unspecified,648,648
1488,5,2024-01-24,480,116,Mechanical Failure,503,15
1489,5,2024-01-25,480,27,Material Shortage,664,21
1490,5,2024-01-26,480,10,Mechanical Failure,705,27
1491,5,2024-01-27,480,4,Planned Maintenance,696,26
1492,5,2024-01-28,480,20,Operator Break,636,28
1493,5,2024-01-29,480,0,Unspecified,685,31
1494,5,2024-01-30,480,20,Material Shortage,643,27
1495,5,2024-01-31,480,20,Operator Break,719,31
1496,5,2024-02-01,480,23,Operator Break,671,15
1497,5,2024-02-02,480,7,Mechanical Failure,684,27
1498,5,2024-02-03,480,17,Planned Maintenance,651,11
1499,5,2024-02-04,480,16,Changeover,652,28
1500,5,2024-02-05,480,0,Unspecified,719,37
1501,5,2024-02-06,480,4,Unspecified,696,14
1502,5,2024-02-07,480,24,Mechanical Failure,678,22
1503,5,2024-02-08,480,18,Changeover,737,18
1504,5,2024-02-09,480,0,Unspecified,760,29
1505,5,2024-02-10,480,54,Material Shortage,640,30
1506,5,2024-02-11,480,13,Mechanical Failure,723,36
1507,5,2024-02-12,480,20,Unspecified,631,17
1508,5,2024-02-13,480,5,Planned Maintenance,662,19
1509,5,2024-02-14,480,19,Planned Maintenance,691,23
1510,5,2024-02-15,480,23,Material Shortage,613,12
1511,5,2024-02-16,480,4,Unspecified,703,18
1512,5,2024-02-17,480,8,Planned Maintenance,680,32
1513,5,2024-02-18,480,0,Unspecified,729,30
1514,5,2024-02-19,480,39,Operator Break,708,13
1515,5,2024-02-20,480,4,Mechanical Failure,757,26
1516,5,2024-02-21,480,20,Mechanical Failure,700,29
1517,5,2024-02-22,480,65,Planned Maintenance,675,29
1518,5,2024-02-23,480,8,Operator Break,750,14
1519,5,2024-02-24,480,6,Operator Break,756,20
1520,5,2024-02-25,480,6,Planned Maintenance,644,31
1521,5,2024-02-26,480,16,Planned Maintenance,708,18
1522,5,2024-02-27,480,34,Planned Maintenance,692,20
1523,5,2024-02-28,480,12,Planned Maintenance,647,34
1524,5,2024-02-29,480,25,Unspecified,731,21
1525,5,2024-03-01,480,37,Planned Maintenance,688,29
1526,5,2024-03-02,480,82,Planned Maintenance,572,12
1527,5,2024-03-03,480,27,Mechanical Failure,699,26
1528,5,2024-03-04,480,5,Changeover,700,20
1529,5,2024-03-05,480,13,Material Shortage,708,31
1530,5,2024-03-06,480,6,Operator Break,684,18
1531,5,2024-03-07,480,5,Changeover,741,37
1532,5,2024-03-08,480,11,Operator Break,727,36
1533,5,2024-03-09,480,45,Changeover,597,31
1534,5,2024-03-10,480,11,Material Shortage,667,13
1535,5,2024-03-11,480,16,Mechanical Failure,627,16
1536,5,2024-03-12,480,9,Planned Maintenance,738,36
1537,5,2024-03-13,480,8,Mechanical Failure,747,36
1538,5,2024-03-14,480,35,Material Shortage,606,25
1539,5,2024-03-15,480,70,Material Shortage,626,18
1540,5,2024-03-16,480,16,Changeover,704,25
1541,5,2024-03-17,480,3,Material Shortage,674,31
1542,5,2024-03-18,480,48,Changeover,587,30
1543,5,2024-03-19,480,9,Planned Maintenance,717,32
1544,5,2024-03-20,480,40,Changeover,708,20
1545,5,2024-03-21,480,47,Mechanical Failure,588,25
1546,5,2024-03-22,480,33,Material Shortage,682,18
1547,5,2024-03-23,480,50,Planned Maintenance,589,11
1548,5,2024-03-24,480,30,Material Shortage,659,31
1549,5,2024-03-25,480,11,Operator Break,642,30
1550,5,2024-03-26,480,19,Material Shortage,634,27
1551,5,2024-03-27,480,17,Operator Break,696,24
1552,5,2024-03-28,480,43,Material Shortage,688,29
1553,5,2024-03-29,480,2,Material Shortage,754,31
1554,5,2024-03-30,480,29,Planned Maintenance,644,31
1555,5,2024-03-31,480,31,Operator Break,607,19
1556,5,2024-04-01,480,53,Mechanical Failure,568,29
1557,5,2024-04-02,480,27,Operator Break,685,18
1558,5,2024-04-03,480,6,Operator Break,762,21
1559,5,2024-04-04,480,36,Mechanical Failure,639,14
1560,5,2024-04-05,480,0,Unspecified,713,37
1561,5,2024-04-06,480,11,Planned Maintenance,669,20
1562,5,2024-04-07,480,17,Material Shortage,673,33
1563,5,2024-04-08,480,17,Operator Break,682,15
1564,5,2024-04-09,480,99,Material Shortage,531,10
1565,5,2024-04-10,480,26,Mechanical Failure,681,22
1566,5,2024-04-11,480,13,Material Shortage,728,18
1567,5,2024-04-12,480,41,Mechanical Failure,666,21
